Movie_Title,Title,User,Date,Content,Stars
Barbie," Colourful, but confusing
",Lincsobserver,10-Sep-23,"Who exactly was this film aimed at? Most of the audience when I saw it were adolescents, and there were numerous (perhaps too many) colourful song and dance scenes, which might have appealed to younger viewers, but also a lot of philosophical debate about gender roles and inter-relationships that would have gone over their heads, particularly as these were delivered at a frantic, garbled pace. There were some good comic scenes, and stand-out performances by Margot Robbie and Ryan Gosling, but as the film wore on, it all became a bit preachy. The message seemed to be about finding self-fulfilment rather than romance. Okay, not every film, or every life, has to end in a fairy-tale romantic coupling, but the emphasis on individual fulfilment within the support structure of the sisterhood seems a little bleak. It also makes nonsense of the final confusing pay-off line of the film.","
            
            6/10
            
    "
Barbie," ""Barbie"" is fun and visually beautiful, but unfortunately Barbie doll was dragged into the cultural war, used as a puppet by political militancy
",fernandoschiavi,22-Jul-23,"Despite the strong commercial tone, it is still possible to perceive that we are watching a film by Greta Gerwig, director known for dramatic comedies that capture the complexity of femininity in an original way - although, in this case, it is almost inevitable to fall into some clichés. The undeniable feminist tone exists through the presence of this female director - in addition to Margot Robbie herself as a producer. ""Barbie"" has sharp and intelligent comments on the dynamics between men and women over time and also on how these social roles are seen and problematized today. And the film does it with a big heart: the story is genuinely fun, with a humor that walks between acidity and innocence, but also moves with the existential journey of its protagonists, reserving touching moments and provoking reflections, especially in its final stretch. Debauchery is the great ally of Gerwig and Baumbach to deal not only with sexism, but also with the ""corporate"" issue. It won't be strange if you catch yourself thinking ""how did Mattel let this film see the light of day?"" Laughing at yourself, after all, seems to be a prerequisite for establishing communication with a young generation of consumers who associate their consumption habits with a critical eye on consumerism itself.In the debate proposal for important social disparities in the face of the artificial tackiness of the Barbie Universe, the direction manages to create precious dialogues and situations, very well dosed with humor and other variations of the dramatic genre that permeate the acts of the project. In these changes of atmosphere, we were able to appreciate the creative photography by Rodrigo Prieto - who shoots 50 shades of pink in the same scene without making us want to vomit - and the dozens of visual references that influenced the director in the aesthetic configuration, between composition of scenes and very particular plastic choices, such as costume pieces, type of hair or cinephile jokes that we had already had contact with since the trailer parodying 2001: A Space Odyssey. Here, we'll catch glimpses of ""The Wizard of Oz"" and ""The Truman Show""; we'll go through the fairytale-like artificiality of Jacques Demy's films; for the dance and choreographic performance of Gene Kelly; for the visual and dramatic intensity of The Little Red Shoes and All That Jazz... it's a lot. ""Barbie"" is a well of enriching cinematographic references.But, leaving aside that the film is indeed fun and has a creative and stunning look, in addition to addressing important points of today's society, Greta Gerwig ends up exaggerating her hand and transforms ""Barbie"" into a blatant and extremely exaggerated feminist activism. The production is very much in line with a famous Quentin Tarantino interview in 2021 given to Bill Maher on his HBO broadcast ""Real Time"" in which he said: ""Ultimately, ideology trumps art, individual effort, good, entertainment"". Unfortunately, in this film, this doll that belonged to the imagination of several generations of women was dragged into the cultural war, used as a puppet by political militancy, full of language, allegories, open messages and ideological discourses. The film misses an opportunity to be a film for everyone, to be a comedy and romance epic, and it had the quality to do so, but it preferred to focus on the most brazen militancy that cinema has ever produced, trying to please a specific audience and clearly attack certain targets of this ideological patrol.The film has an interesting premise, that's undeniable, and it flows most of the time, but the audience is bombarded with pervasive indoctrination especially in the art scene at every turn. Since the target audience here is females of all ages, this audience may even enter the cinema wanting to be entertained, but will graduate in all subjects addressed among feminists: an ode to the intrinsic evil of patriarchy; criticism of beauty standards; the hypocritical discourse against consumerism (as if Warner, Mattel, artists were not going to profit millions from movie ticket sales, from selling new dolls, etc.); man-hatred (all men portrayed in the film are portrayed as idi*ts, gr*edy, d*mb, or wanting power for themselves). Greta Gerwig's goal as a screenwriter is super smart in this regard, because the ""Stereotyped"" Barbie comes to the real world completely innocent and she is being indoctrinated following the feminist primer that shows how she has to think and act, mainly in the perception of men and progressive militancy - the character Sasha, played by Ariana Greenblatt, is the one who plays this role, like the militant of today, always connected and who knows everything about life (where Gerwig puts her speech in the mouth of the character so that she speaks her true s intentions).The truth is that the film essentially revolves around hate, not love. Barbie, here, hates men, capitalism, fun and hates Barbie doll herself (calling her a fascist and worse throughout the plot). Barbie also hates women who have cute memories of the doll, if you're a woman and you played with her as a kid, according to the movie, you supported patriarchy. Barbie can't just be a pretty, blonde, thin woman either, after all, that doesn't encompass the mandatory ""diversity and inclusion"" in Hollywood today. To resolve this issue, they created a universe in which everyone is Barbie (we even have a Barbie who was born a man, yes, a trans Barbie - who, by the way, is a doctor). The men in Barbieland (who cares) are there to be mistreated and ignored. Ken is just an accessory. When Barbie and Ken come into the real world, everything changes. Ken discovers patriarchy (a word spoken a dozen times throughout the plot) and likes that world. Barbie finds unbridled machismo (if Barbie were set in the 60s it would even make a little sense). Romance between Barbie and Ken? Not at all, after all that wouldn't be ""empowering"" at all. Ken even rejects the doll at one point.Ken represents the ""evil patriarchy"". Everything in this film becomes one big lecture, one big sermon (Barbie scolding workers who whistle at her; police officers harassing Barbie at the police station; a man slapping her on the butt out of the blue), that is, victim of the ""toxic"" men of the world. Barbie still has to choose between flip-flops and heels, showing that in the end there is only one choice to be made: follow feminism, that is, flip-flops. We also have the passage of the protagonist Gloria cheating on her husband (a fool, by the way), and the film shows that the betrayal was legal and she had an advantage in cheating.All male clichés are portrayed here according to the feminist view (because apparently men have had no problems in life since the beginning of time, according to the film's script). Here, the Barbies were co-opted by the brainwashing of patriarchy and used by the Kens in a kind of macho dystopia. Everything Ken likes is depicted as toxic, evil, and terrible (Stallone, Godfather, horses, Zack Snyder, etc.). Barbieland is portrayed as a perfect world for women (women have everything, men have nothing); Mattel executives are all portrayed as white, straight men and still calls this type of profile ""conservative fascist"". For the director, it is never enough to be a woman, you have to be a mother, a wife, work and still receive criticism. The unsuspecting will also believe that even today women do not have leadership positions in large companies, and that they cannot study, work and that they receive lower wages than men doing the same type of work (Yes, because apparently the ""evil businessmen"" hire men to pay higher wages when they could pay less for a woman to do the same job!!). At the end of the plot, Gloria's feminist discourse is the antidote to the brainwashing of oppressive patriarchy. Kens are beaten because they are ""d*mb"". The Barbies plan was to pretend to be submissive and then make their respective Ken jealous with another Ken, of course, after all, all men only know how to create wars, destroy everything they lay their hands on and are automatically stupid (After all, if men are stupid, why do they dominate the world according to what was propagated in the film? A basic and inexplicable plot hole here).""Barbie"" is a great satire, but when it touches on feminist issues, it gets serious and uses irony to make fun of men, since women are portrayed as being totally perfect. Sasha and Gloria are the main Latin characters here and the Barbie character is just the shell for the director to propagate her feminist ideas. Obviously, the film will have an excellent box office due to all the hype and marketing made for the film and, of course, the popularity of the Barbie doll that has been successful for generations, in addition to having many merits, especially in the technical part. The detailed, creative and extremely tasteful scenarios, especially in Barbieland, are a spectacle in themselves, in addition to the magnificent performances by Margot Robbie (charismatic and incredibly beautiful) and Ryan Gosling (hilarious as ever). The musicals, on the other hand, are horrible, poorly performed and owing a lot in that regard.""Barbie"" talks about choices and changes. In the hands of Greta Gerwig, the typical behavior of dolls and dolls, via imagination, takes on a critical form and points to many paths, visiting metalanguage, political-social relations, patriarchy and feminism, feelings (including the arrogant and insensitive posture of Barbie in front of Ken; as well as the unhealthy dependence of the doll on his girlfriend), existential crises or acceptance of one's social and gender condition. The work fulfilled the promise that we would have a product different from what could be imagined from a live-action Barbie, that is undeniable. The problem is that, in the end, Barbie doesn't even get a satisfactory answer to the simplest question of her journey of self-discovery. ""Who is Barbie?""","
            
            5/10
            
    "
Barbie," Everyone watch this
",kimberlyely-27550,25-Jul-23,"BarbieDid you grow up playing with Barbie's? If so, you probably know that not everyone likes the idea of Barbie. Some people think Barbie's are harmful to children. Other people love Barbie. This new movie called, Barbie, explores why Barbie could be problematic. Greta Gerwig is the director, previously she directed Little Women. It stars Margot Robbie from Birds of Prey and Suicide Squad, Ryan Gosling from The Notebook and La La Land, Michael Cera from Arrested Development, Helen Mirren, and Rhea Perlman.In 1959, Ruth Handler, the co-founder of the Mattel toy company, created Barbie. She wanted this doll to inspire little girls to dream and know they can be whatever they want. This thought process seems sexist, it leaves out little boys, who also can be whatever they want. The movie will show you that Handler's idea that Barbie will make society better, hasn't worked out as she probably wanted. Barbie (Margot Robbie) and Ken (Ryan Gosling) live in Barbie land, where women are in charge. Barbie needs to travel to the real world, where she discovers men are in charge and she isn't the inspiration she thought she was.Robbie plays two sides of the same character, at first Barbie is very carefree in Barbie land, and oblivious to all societies' problems. When she gets to the real world however, she discovers things seem to be the opposite from where she came from. Not only is Gosling nice to look at but he also will make the audience laugh. Ken has always felt left out of Barbie land, until he travels to the real world with Barbie. Unfortunately, he learns the wrong lesson from capitalism. He finds out men are in charge, and wants that for Barbie land. What his take away should have been however, is that men and women can both hold equal power. Alan (Michael Cera) doesn't have a duplicate, therefore he knew who he was from the beginning. He has good morals and values, which gives him confidence to be the best version of himself. Meanwhile, Ken and Barbie are struggling to figure out who they are, and want to be.The dancing, choreography, and facial expressions were all done spectacularly well. The cast, including the supporting characters did a wonderful job. Gosling does an excellent job, portraying a more submissive Ken in the beginning, then more dominant, when he wants to take charge of Barbie land. Robbie's role as Barbie was much different than when she played Harley Quinn. Barbie is nice, kind, and not evil, while Harley Quinn is a criminal, who could be good from time to time. These roles show she is good at playing different parts, which will help her in the future.Not only does this movie have some funny moments, but it also has themes that are relevant to what's happening in life today. Capitalism, equality for all, female empowerment, and self-acceptance, are all things people need to know about.There is a lot of pressure on women to be perfect. Women have to go to work, which usually means getting payed less than men, taking care of the house and kids, all while looking their best, which is difficult to do all the time. Mattel hoped that Barbie would be an inspiration for women. Unfortunately, she doesn't even look like most people, Barbie is extremely skinny, which is an unrealistic standard for anyone to live up to. Along with that, the company, Mattel, and its founders aren't exactly honest people. Years after Barbie was made, Handler was found guilty of tax evasion.Barbie shows one of the reasons the WGA (Writers Guild of America) and SAG (Screen Actors Guild) are striking. They all want better pay, meanwhile the top CEO's of company's make millions a year. However, the way it should be is more equal, meet somewhere in the middle. Don't pay people so little they need multiple jobs to support their family, but also no one is asking to become a millionaire. Barbie is a good movie that happened to come out at the perfect time. I would encourage everyone to go see this movie. It was well cast and has multiple messages surrounding issues our society faces today.","
            
            10/10
            
    "
Barbie," I'll beach you off so hard
",FeastMode,20-Jul-23,"I had no idea what to expect going into Barbie. I had no interest in seeing a movie about Barbie but was immediately sold on the highly talented Margot Robbie and the awesome Ryan Gosling. But I was still nervous that the comedy would be aimed strictly at women and would be difficult for a guy to enjoy.To my surprise, I didn't feel that at all. This movie is hilarious. It's the kind of stupid-funny I love, the kind usually reserved for ""dude movies."" Something you're more likely to see in a Will Ferrell movie. I was not aware Ryan Gosling could be so funny.Even though the majority of the movie is silly and fun, Margot Robbie still gives a great performance, as usual. She continues to prove she's a star. And most of the supporting cast are welcomed additions.I found Barbie highly entertaining. I think most will enjoy it, except maybe guys who are sensitive to anything empowering women or making fun of men. That's not me. The parts that made me laugh the most are the jokes about the guys.(1 viewing, early fan screening UltraScreen 7/19/2023)","
            
            7/10
            
    "
Barbie," The movie event of 2023 lives up to the hype
",sjw1029,05-Aug-23,Let me start by saying it makes me happy to see a movie that isn't from the MCU or a sequel doing so well at the box office. There is still originality out there. This movie was very funny - the scene with Ken and the doctor in LA made me laugh very hard. It's weird and inventive. It has amazing choreography. So many talented people worked on this. I didn't grow up with Barbies so I'm sure a lot of the jokes went over my head. But it didn't hurt the enjoyment. It even manages to land a sentimental note at the end. I can definitely see this being a movie people see over and over.Side note: Greta Gerwig must be a fan of Sex Education - three actors end up here.,"
            
            8/10
            
    "
Barbie," Great if not ham-fisted message but a sloppy movie.
",dmmart-28624,23-Jul-23,"I was pretty excited to see this film and hope I'm not going to get put on a list for saying I didn't enjoy it that much. The message of female empowerment was fine, but didn't really speak to gender equality. Barbieland is the opposite of real world where Barbies are in control and kens are perceived as the mindless accessories. However, the ending just puts Barbies back on top and doesn't do much to equality which I hope is our goal. The movie itself was very sloppy and all finish with no build up. You could tell the writers had ideas of what they wanted to have happen but had zero clue how to get there. They wanted Ken to take the patriarchy back to Barbieland but this happens immediately and off screen despite the Kens being bumbling morons the entire movie. It's all payoff and no buildup. Good acting from a strong cast made this more fun to watch but when you start thinking a little deeper it didn't make much sense. I think this was a made for tik tok movie where there's 100 great scenes to throw up on the internet but not very cohesive when put together.","
            
            6/10
            
    "
Barbie," Mind blowing
",tforbes-2,01-Aug-23,"Barbie is simply a mind-blowing experience, and in a truly fine way! I was taken aback with the 2001 opening, since I have a personal aversion to seeing toys get destroyed, but then it starts to unfold.And what we have is a combination of The Twilight Zone and 1971's Willy Wonka and the Chocolate Factory.It really focuses in on one Barbie (Margot Robbie) who finds herself out of her element, and her struggle to comes to terms with herself. Though the film has some weirdness to it, it sets us up for the second half of the film which really shines.And its messages pack a wallop!!!The casting is top notch, starting with Ms. Robbie in the title role. Ryan Gosling also delivers a fantastic performance as well, with a wide range. But one actress truly deserves a Best Supporting Actress Oscar, and that is America Ferrara. The other performers are likewise great!I'm also struck by how Mattel allowed itself to be show in a fantasy way that isn't always flattering. And toward the end, we have the Barbie doll's creator, Ruth Handler (Rhea Perlman) tell Ms. Robbie's character some facts about herself that are less than flattering. That scene alone is incredibly powerful.And of course, the visuals are something to behold!On the whole, a truly incredible film that has a lot of originality! Highly recommended!","
            
            10/10
            
    "
Barbie," Pinkland
",jack_o_hasanov_imdb,26-Jul-23,"This movie is an excellent marketing product. Cinemas were full, Even in Baku city. It was very difficult to find tickets. People dressed in pink clothes were coming to this event. I wore my black shirt and went. I think the movie was not good. I fell asleep in some scenes. There were lots of boring speeches. The movie was fun, that's obvious, but I didn't laugh much. This movie became one of the most different and crazy events of our day. I don't think it has any value as a movie. It was indeed a bad movie, but as an event it was fun. I don't regret. There were some references. I liked most of them. The acting wasn't bad, I think it was good. I was getting bored again near the end of the movie. Anyway, I think it was a crazy and fun event, but it was a bad movie.","
            
            6/10
            
    "
Barbie," Not written well enough
",jfgibson73,25-Sep-23,"I thought the storyline of this movie was not well structured. The first act was mostly fun with some genuine humor. We see Barbie living in a world that looks like the toys brought to life. When she decides to go to the ""real world,"" it disrupts life for the residents of toyland. We also learn that many girls resent Barbie dolls because of the unrealistic expectations they set for females. Then, the conflict shifts completely to the male dolls taking over the Barbie world and treating the women poorly. So now there are two competing storylines, and as the characters work to resolve both issues, we get repetitive monologues about finding oneself. It gets very muddled and isn't much fun at this point. I thought they should have kept it simple, because they seemed to be on the right track early on.","
            
            4/10
            
    "
Barbie," So a great little movie!
",lvsargeant,02-Aug-23,"Honestly it's Ryan Gosling that made this movie for me and no not just the holy cow hot body! He's got such a great sense of humour so funny, him and Simu Liu just bounced off each other so well. It's a cute little fun movie if you just want a good laugh. Im still trying to understand Will Ferrells character though, it was very lame and I know he's supposed to be the antagonist but it really did not work for me.The sets and the costumes were fantastic exactly how I imagined my Barbie used to live-😁. I think they could have dug a little deeper and done multi-era costumes, regardless it was just a lot of fun to watch!","
            
            10/10
            
    "
Barbie," An enjoyable fun filled fantasy
",madanmarwah,07-Aug-23,"Director Greta Gerwig takes us on a fun ride in the life of stereotypical Barbie ( Margot Robbie) as she navigates through various aspects of her life. She is joined by Ken ( Ryan Gosling) in this fantasy of pink decor, colourful costumes and the kitsch sets in a dream like atmosphere . The movie has exquisite cinematography ,melodious songs and attractive dances. There is an innocent quirkiness in the characters and the intermittent light humour keeps one amused. There is fun and fantasy all the way in all colourful scenes. The rainbows in the background add to the beauty. The cinematography has carefully framed fabulous visuals which will appeal to all audiences. The highlight of course is the superb acting of Margot Robbie who excells in exuding the innocent charm of the much loved character. She is definitely a refined artist who gets under the skin of the character. Ryan Gosling also does well as Ken showing his versatility. His one liners are said with his typical charm which will please his fans. The special effects help to create the dream like ambience and are pleasing to watch. I forsee the movie getting nominated for best actress ( Margot Robbie ) and for production design, costume design , make up and cinematography.","
            
            7/10
            
    "
Barbie," Not for me.
",BA_Harrison,19-Sep-23,"Barbie (Margot Robbie) travels from Barbieland to the real world where she learns to her surprise that men are in control...I'm not a fan of this Barbie movie - regardless of whether I agree with its feminist message about the patriarchy or not, I just didn't find it funny and I didn't find it enjoyable. The humour was lame, I thought that the performances were weak (am I the only person who isn't a Margot Robbie fan?), and the songs were beyond awful.About the only thing that I can commend about the film is its production design, but even that got on my nerves from time to time (the travelling to the real world from Barbieland on cardboard cut-outs -- sheesh!). Obviously, I'm in the minority for not liking this film, because it has a high rating and has made a mint at the box office, but I guess we can't all like the same things.","
            
            1/10
            
    "
Barbie," Not made for me but loved nonetheless
",connor707,29-Jul-23,"As a man who has never touched a barbie in my life, I was definitely not the intended audience for this film. However, I absolutely enjoyed it. It's funny, entertaining, and poignant. I came in thinking it would be sort of silly and fun, which it was, but it also was about barbie, an always-positive ""person's"" journey into the real world and how messed up and unfair it is. She believes that the real world must be just like hers, where women are recognized for their achievements and always given the opportunity, respect, and tools to succeed in life. She is obviously very disappointed in our world when she actually experiences it. I think any guy tagging along to see this will enjoy it unless he's a misogynist and/or very insecure in his masculinity.","
            
            10/10
            
    "
Barbie," Just a little empty
",agjbull,23-Jul-23,"I really wanted to enjoy this and I know that I am not the target audience but there were massive plot holes and no real flow. The film was very disjointed. Ryan Gosling as good as he is seemed to old to play Ken and Will Ferrell ruined every scene he was in. I just didn't get it, it seemed hollow artificial and hackneyed. A waste of some great talent. It was predictable without being reassuring and trying so hard to be woke in the most superficial way in that but trying to tick so many boxes it actually ticked none. Margo Robbie looks beautiful throughout, the costumes and the sets were amazing but the story was way too weak and didn't make much sense at all.","
            
            6/10
            
    "
Barbie," Barbie is a masterpiece and I'm not joking
",russellquisenberry,26-Jul-23,"I'm not a Barbie fan. The only time I loved Barbie was when she was in the Toy Story movies. But that changed after I saw the Barbie movie. This movie is not only Greta Gerwig's best film but also the year's greatest movie so far!!!!! Margot Robbie (my favorite actress of all time) is beautiful and portrays Barbie with pure perfection!!! And then there's Ken (played by Ryan Gosling in a career-best performance)!!! Robbie and Gosling shine and are easily the years best duo.The story starts with Barbie doing her usual routine in Barbieland, a land filled with multiple Barbies, each with a different occupation. The Ken's also visit playing the roles a woman would play. Barbie starts experiencing real emotional symptoms like thinking about death, crying and flat feet. She learns from Weird Barbie that the Real World will have the answers to her questions. Barbie than travels with Ken to the real world and find out many things : Barbie is a doll played by a grown woman named Gloria (America Ferrera in her best movie performance), Mattel wants to put Barbie back in the box and Ken learns about America's patriarchy and men rule the world. All of these problems combine into a hilarious comedy that provides great messages about woman empowerment and being who you want to be.The production design of Barbieland and costumes of all the Barbies and Kens are Oscar-worthy. The soundtrack is pretty solid with two great songs: Ryan Gosling's 80s ballad called I'm Just Ken and Billie Ellish's emotional song at the end of the movie, ""What was I made for?"".The direction of Greta Gerwig is finally put to great use in Barbie as she's goes to make the best comedy in years and the script she wrote with her partner Noah Baumbach is the perfect mixture of stupid comedy, great-comedy drama and emotional drama.Gosling gives his best and definitely deserves an Oscar nomination as his role of Ken is up there with the comedy greats of Meliss Mccarthy in Bridesmaids and Robert Downey Jr. In Tropic Thunder.The real scene stealer is Margot Robbie. Robbie has been in multiple box office failures but Barbie changed that. She's been nominated twice for the Oscar for her incredible performances in I, Tonya and Bombshell. My favorite actress is about to be nominated for Best Actress and Best Picture for Barbie!!!! Margot Robbie is astonishing and a tour de force in Barbie, which is the best performance of her whole career!!! Go Margot Robbie!!!!!This movie is definitely worth watching!!!!!! I want to watch it again!!!!!!","
            
            10/10
            
    "
Barbie," Barbie Land
",AvionPrince16,19-Jul-23,"Im not really disappointed or love the movie to be honest. It was kind of weird and strange at the beginning: we understand it later because we are in the Barbie world. So they played with the culture reference of the barbie, the dolls and what they represent: an ideal world with where the womans are in power. Things will get pretty normal after they enter the real world and all the problems: sexual remark, womens and their place in society (the inequality with mens.) I was pretty sure they will talk about the problems with womans and their complex because of Barbie and the perfect women she is and how this is contrasted with the real world. Its pretty obvious that they will talk about it. I love also how Ken will also notice how mens are more powerful in the real world: its like everyone see that reality is not really what they perceived themselves in their own reality and power will shift also later in Barbie Land. I understand why they act like this and stuff but i didnt really get into the movie to be honest: i only identify myself when they talked about society and business but all the musical things, the choregraphy and even the morality was kind of superficial. But i enjoyed that Barbie realised the problems of our world and compare to her own. Some moments was funny and some more serious or drama sometimes even if its pretty soft because we are in Barbie Land. I mean i spend a great time but it was kind of ok. And i still think its a great Barbie movie: the task was not easy to represent that world but i enjoyed the set design, the colors, the camera movements. Its good anyway.","
            
            6/10
            
    "
Barbie," Life in plastic, it's fantastic!
",mr_bickle_the_pickle,25-Jul-23,"It's an incredibly fun movie. Lots of laughs. Very campy over the top humour. But also surprisingly touching. My favourite scene of the movie is just rather a small quiet moment where Barbie is observing every day life and tells an old woman how beautiful she is. Margot Robbie shines in the lead role. Ryan Gosling clearly was having a lot of fun with the role, but don't sleep on Michael Cera as Allan. I know a lot of people say that Ryan Gosling is a scene stealer, but personally I thought Michael was.The soundtrack also works really within the film. I don't know how many of them I would listen to separately. I also wouldnt be suprised if either ""Im just Ken"" or ""What was I made for?"" or both was nominated for an oscar. Speaking of oscars, I think this is also has a good chance of being nominated for production design, costumes, hair and makeup - because visually this movie is such a treat.Now I dont think all aspects worked for me. I don't think the Mattel/CEO subplot was needed. There could have been another way for her to go back to Barbieland organically. I felt like the film was already tackling a lot with themes of patriarchy and feminism and having this ""chase scene"" didnt add much. Also, Gloria's (America Ferrera) monologue. Now, dont get me wrong I think there is a lot truth to it. But I just found it somewhat one-note. It didn't exactly blow me away as it has for others. And lastly, I undertstand the importance of having Ruth Handler featured in the movie....just a little weird that it was represented as her being a ghost that lives in Mattel headquarters.Overall, I would definitely recommend the film. You'll laugh, you'll cry. You'll have fun. This isn't just a movie, it is the moment.","
            
            8/10
            
    "
Barbie," Disappointed
",johnschubert-93854,23-Dec-23,"I didn't see Barbie in the theater (but I don't see many in the theater anymore) but I had seen glowing reviews as well as friends who had seen the film and recommended. By the time I was able to view the film I had high expectations. There were certainly extremely funny moments, but for me few and far between. Gosling was singled out by many as the best in the film and I agreed there were enough outlandish moments with his character that earned him that. But, I thought that Michael Cera's character Allan was far funnier, even though his role was more of an extended cameo. I can't deny that Margot Robbie was an exceptional Barbie but overall I was disappointed with the film. Gerwig went a bit too far with her support of women's rights (which I do support). It may have been the build up prior to seeing the movie that actually resulted in it not reaching my expectations. I've had that same issue with other films, however.","
            
            6/10
            
    "
Barbie," I'm actually ashamed to have watched this rubbish!
",mjw2305,12-Feb-24,"When it was announced that Barbie was to be made as a live action movie I cringed and pretty much forget about it. Then the hype erupted, and you couldn't get away from the frenzy surrounding this movie. I had to see the trailer; my intrigue got the better of me.Wow! It actually looked good! Parody, satire, an interesting premise.Now, I wasn't prepared to just take the plunge, I still had my doubts and didn't want to be paying Cinema or home premier prices. So, I waited, but remained strangely eager to enjoy this guilty pleasure and hopefully have a great laugh in the process. After all, the reviews and buzz around Barbie never seemed to die down too much.£1.99 on Prime was the clincher. I am a middle-aged man, and I persuaded my wife and teenage son to watch it with me. The Trailer sold it to them easily.Instant smiles when kids began smashing their dolls, mimicking the apes in 2001: A Space Odyssey.The next 15 minutes was sickly but set the scene and bridged to the premise teased so much in the trailers.The next hour was ok, but never really reached my expectations. It had some humorous moments, little else.The final 30 minutes was just awful! Terrible songs and relentless bashing over the head with their big message. It was insulting how the movie makers forced this down the viewers throats as if we were all completely dumb and wouldn't understand it if it wasn't repeated over and over again!It wasn't the message that ruined the movie, the message is valid and strong, I couldn't agree with it more! Sadly, the movie is largely boring and dull. This formula framed in a sickly Barbie world as it is, just doesn't convey the message well at all.Great ad campaign, and obviously the movie is appealing to some, just not to me or my family.A generous 3/10
My wife gave it 0/10My advice if you feel the urge to watch, as I did. Give it 30 minutes. If you aren't seeing what you came for by then, it isn't for you.","
            
            3/10
            
    "
Barbie," Laugh, Reflect, Repeat: Exploring the Wonders of 'Barbie'
",sanadalsalt,27-Jul-23,"Oh my goodness, where do I even begin with ""Barbie"" (2023)? This film is an absolute delight and a true masterpiece that will leave you in awe. Directed by the incredibly talented Greta Gerwig and starring the stunning Margot Robbie as the iconic doll herself, ""Barbie"" is a cinematic experience like no other.From start to finish, ""Barbie"" captivates audiences with its seamless blend of adventure, comedy, fantasy, and romance. Gerwig's direction is nothing short of brilliant as she brings the world of Barbie to life with a perfect balance of humor and depth. The humor, in particular, is off the charts hilarious, with giant laugh-out-loud moments that had me clutching my sides. It's remarkable how the humor appeals to viewers of all ages, making it one of the funniest movies of the year.But what truly sets ""Barbie"" apart is its profound and thought-provoking narrative. The film revolves around Barbie's existential crisis and her quest to find meaning in her existence. This exploration of Barbie's identity as a feminist symbol is incredibly compelling and challenges societal norms and expectations surrounding femininity and girlhood. Can a doll with impossibly perfect features and a smile of perpetual happiness truly embody feminist ideals? This deep, existential question lingers long after the credits roll, prompting introspection and discussion.Margot Robbie's performance as Barbie is nothing short of extraordinary. She brings a charisma and depth to the character that is truly captivating. Watching her journey of self-discovery unfold on screen is an absolute joy. And let's not forget Ryan Gosling's portrayal of Ken, which complements Robbie's Barbie perfectly. Their on-screen chemistry is off the charts and adds another layer of excitement to the film.I should mention that ""Barbie"" has received widespread acclaim from both critics and audiences, and it's easy to see why. It strikes a perfect balance between appealing to longtime fans and captivating new audiences. The movie's mass appeal transcends age, gender, and previous Barbie doll opinions, making it a delightful and engaging experience for viewers of all backgrounds.Despite its PG-13 rating, ""Barbie"" remains family-friendly and suitable for teenagers and older kids. The clever marketing of the film ensures that it appeals to a wide range of audiences, making it a perfect choice for family movie nights.In conclusion, ""Barbie"" is an absolute triumph in every aspect of filmmaking. With its stellar cast, innovative approach, brilliant humor, and profound exploration of societal themes, it more than deserves a perfect 10/10 rating. This cinematic gem is a must-watch for anyone seeking an enchanting and thought-provoking experience that transcends the boundaries of age and nostalgia. Brace yourself to be dazzled and captivated by the delightful world of ""Barbie."" Trust me, you won't be disappointed!","
            
            10/10
            
    "
Barbie," Expected more from Greta Gerwig
",JPARM-IMDb,26-Jul-23,"Even though I'm not the target audience for this movie, I thought Barbie might impress me due to Greta Gerwig's previous works but I'm disappointed.The main problem is that the overall message isn't clear. This doesn't go to say that the movie is frivolous. What happens is that it gets lost trying to explore multiple meaningful topics and never reaches the punchline. It addresses relevant themes like patriarchy, sexism, gender roles, existencialism, imperfection, individuality and identity but always on a shallow level. Every scene in this script tries to convince you that it's saying something profound when in reality it sacrifices depth and character development in favor of cheap humor, which results in an immature and non-compelling production.In contrast, Margot Robbie and Ryan Gosling were perfectly casted and their performances are as good as the screenplay allows them to be. The production and costume design from Barbie Land are noteworthy too.Hopefully Greta Gerwig will release other movies in the future as brilliant as Lady Bird, which I genuinely think deserves 5 stars.","
            
            6/10
            
    "
Barbie," I Was Bored Senseless!
",martimusross,09-Oct-23,"BarbieWhat a confusing mess, firstly to be a comedy it must pass the minimum bar of 6 out loud laughs per movie, I laughed twice. The humour employed was largely slapstick and situational irony, it had roughly the same feel as the surreality of a Wes Anderson movie, but without his touch.The whole thing lacked a strong story and any sort of narrative impetus. It really was very tedious, with much the same scene content played over and over again.The styling was good as was some of the dance routines and stylised doll movements from the cast, but even this got tiresome.The cast tried their best with the material, but to my mind Margot Robbie has done two duff movies in a row, this and Babylon. I am being to think she lacks good judgement and any acting heft.In terms of other reviewers on here, they were watching a different movie and judging the vague thematic material as a plus because it looked at the power dynamic between men and women, forgetting the exploration undertaken in this movie was a historical perspective from the 1960's, when Barbie was invented and really had little application in 2023.In summation it was style over substance, it lacked humour and story and indeed anything memorable. At best this is a 3 outta 10 for the dance sequences.","
            
            3/10
            
    "
